Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,EmailAddress,Username,TelephoneNumber,Birthday,NationalID,BloodType
926,male,Erlendur,S,Sigmundsson,Grundargötu 38,ErlendurSigmundsson@teleworm.us,Tendought31,438 2630,12/18/1931,,B+
927,female,Elínborg,G,Ingvarsdóttir,Reykjarhóli 82,ElinborgIngvarsdottir@fleckens.hu,Thimakeent,447 0707,12/7/1966,,B+
928,female,Maggý,S,Haraldsdóttir,Hnjúkabyggð 53,MaggyHaraldsdottir@einrot.com,Smet1953,433 9457,9/25/1953,,B+
929,male,Þórarinn,R,Sigurmonsson,Grundargötu 6,orarinnSigurmonsson@teleworm.us,Atimenswo,455 7052,7/7/1966,,B+
930,female,Anita,I,Agnarsdóttir,Egilsgata 93,AnitaAgnarsdottir@einrot.com,Crinsonast,444 7847,4/24/1986,,B+
931,male,Njörður,S,Þorsteinsson,Djúpivogur 30,Njorurorsteinsson@superrito.com,Cumpoing,477 1252,9/6/1985,,O+
932,male,Boði,H,Þormóðsson,Nordurvegur 51,Boiormosson@jourrapide.com,Alind1960,434 4611,1/31/1960,,AB-
933,male,Matti,E,Bjarnason,Grýtubakki 1,MattiBjarnason@cuvox.de,Mazint46,446 1814,2/11/1946,,AB+
934,male,Adolf,Á,Ingvarsson,Eyrarlandsvegur 98,AdolfIngvarsson@armyspy.com,Ancamand,435 7202,8/13/1947,,O+
935,female,Astrid,B,Aðalbjörnsdóttir,Gardabraut 14,AstridAalbjornsdottir@armyspy.com,Ature1961,433 5480,1/14/1961,,O+
936,male,Jóhannes,L,Víðisson,Vogaland 50,JohannesViisson@jourrapide.com,Hading,486 6008,12/14/1937,,A+
937,female,Ásrún,T,Ottarsdóttir,Hverafold 52,AsrunOttarsdottir@rhyta.com,Clave1941,481 2263,2/7/1941,,O+
939,male,Fannberg,K,Þorfinnsson,Þórunnarstræti 59,Fannbergorfinnsson@einrot.com,Expenton1946,434 6138,7/19/1946,,B+
940,female,Fríður,A,Valdimarsdóttir,Höfðagata 54,FriurValdimarsdottir@armyspy.com,Fulaw1976,485 8273,5/10/1976,,A+
941,female,Álfhildur,P,Lúthersdóttir,Þingvallastræti 35,AlfhildurLuthersdottir@jourrapide.com,Howered,417 4209,12/12/1932,,O+
942,female,Magðalena,B,Eyjólfsdóttir,Súluvegur 73,MagalenaEyjolfsdottir@rhyta.com,Cubled60,444 6916,9/23/1960,,B+
943,female,Ragnhildur,R,Guðnadóttir,Hofsbót 84,RagnhildurGunadottir@superrito.com,Theke1963,486 0880,7/15/1963,,O+
944,male,Haukur,O,Valsson,Ártún 57,HaukurValsson@cuvox.de,Sheizips,418 1749,2/8/1960,,O+
945,female,Fríður,G,Tryggvadóttir,Skólastígur 79,FriurTryggvadottir@dayrep.com,Binien,462 5923,2/12/1940,,A+
946,male,Bergþór,G,Alfreðsson,Borgarbraut 54,BergorAlfresson@cuvox.de,Coftese,452 3585,10/1/1979,,A+
947,female,Eydís,R,Þorkelsdóttir,Heiðargerði 34,Eydisorkelsdottir@teleworm.us,Agavered,487 5982,10/9/1940,,A-
948,female,Sveinfríður,E,Ingadóttir,Nesvegur 60,SveinfriurIngadottir@fleckens.hu,Throffes,416 1374,11/27/1974,,B+
949,male,Sævar,L,Ásbergsson,Hverfisgata 39,SaevarAsbergsson@armyspy.com,Heinink,483 8352,9/24/1959,,B+
950,female,Hallbjörg,R,Guðjónsdóttir,Eikarlundur 94,HallbjorgGujonsdottir@teleworm.us,Sposing,488 7600,1/7/1987,,A+
951,male,Sigurður,H,Hildisson,Hagatorg 3,SigururHildisson@cuvox.de,Behimphe,465 0283,12/27/1984,,A+
952,male,Hjörleifur,T,Konráðsson,Midhraun 6,HjorleifurKonrasson@dayrep.com,Domess94,470 6059,2/6/1994,,O+
953,male,Klængur,L,Loftsson,Gilsbakka 67,KlaengurLoftsson@armyspy.com,Gring1990,444 4545,8/25/1990,,O-
954,female,Elfa,U,Grímsdóttir,Bjarkarstígur 99,ElfaGrimsdottir@gustr.com,Buthe1969,487 9176,11/30/1969,,B+
955,female,Sigurveig,S,Bergsdóttir,Klausturvegur 87,SigurveigBergsdottir@rhyta.com,Silloon,434 6626,3/10/1948,,B+
956,female,Snæfríður,N,Friðbjarnardóttir,Grýtubakki 48,SnaefriurFribjarnardottir@armyspy.com,Orlintands1993,487 3880,7/25/1993,,A+
957,male,Skafti,S,Haraldsson,Brekkugata 76,SkaftiHaraldsson@cuvox.de,Thadern,476 2787,5/25/1985,,B-
958,male,Sigmar,V,Hermannsson,Grundargötu 73,SigmarHermannsson@dayrep.com,Dably1978,488 0856,10/23/1978,,B+
959,female,Svava,A,Steindórsdóttir,Strandgata 21,SvavaSteindorsdottir@jourrapide.com,Youch1946,445 4365,4/12/1946,,O+
960,male,Valur,P,Hjörleifsson,Þrúðvangur 79,ValurHjorleifsson@armyspy.com,Shesho,424 6105,3/29/1962,,O+
961,female,Jakobína,H,Óðinsdóttir,Árbraut 99,JakobinaOinsdottir@einrot.com,Twer1980,426 7967,8/5/1980,,O+
962,male,Eðvald,E,Viktorsson,Sundabakki 74,EvaldViktorsson@superrito.com,Owen1982,466 4441,12/12/1982,,B+
963,female,Harpa,F,Tryggvadóttir,Ráðhústorg 40,HarpaTryggvadottir@dayrep.com,Digh1967,417 0276,12/3/1967,,O+
964,female,Guðmundína,Ö,Gunnlaugsdóttir,Norðurbraut 48,GumundinaGunnlaugsdottir@cuvox.de,Quieron,415 7689,7/27/1952,,B+
965,male,Egill,S,Andersson,Skogarlond 33,EgillAndersson@superrito.com,Cogized,439 4428,12/11/1988,,O+
966,female,Bríet,H,Árnadóttir,Borgarbraut 21,BrietArnadottir@jourrapide.com,Yousbabtle,441 6439,10/28/1931,,O+
967,female,Karlotta,Þ,Úlfarsdóttir,Midhraun 66,KarlottaUlfarsdottir@dayrep.com,Mosted42,441 9733,9/17/1942,,B+
968,male,Hjalti,S,Vagnsson,Svarfaðarbraut 31,HjaltiVagnsson@superrito.com,Armand,437 6472,3/8/1964,,B+
969,male,Friðþjófur,S,Rúnarsson,Snorragata 6,FrijofurRunarsson@teleworm.us,Sough1992,455 2066,6/10/1992,,O-
970,male,Hilmir,S,Ingvarsson,Túnbraut 68,HilmirIngvarsson@einrot.com,Caladving90,439 9306,12/6/1990,,O+
971,female,Bryndís,L,Sigvaldadóttir,Ártún 49,BryndisSigvaldadottir@jourrapide.com,Tingestion,452 0461,7/13/1945,,A+
972,male,Víðir,H,Mikaelsson,Kirkjubraut 10,ViirMikaelsson@gustr.com,Moroate,435 3453,6/7/1979,,B+
973,male,Steinþór,Á,Flosason,Gerðuberg 17,SteinorFlosason@cuvox.de,Descear,416 5903,2/15/1935,,B+
974,male,Sturla,H,Klemenzson,Brekkustíg 4,SturlaKlemenzson@einrot.com,Eigerstand,488 6732,6/13/1986,,O+
975,male,Eðvald,Þ,Sólmundsson,Ægissiða 27,EvaldSolmundsson@superrito.com,Oriese49,420 7471,3/20/1949,,B+
976,female,Oddrún,M,Sigvaldadóttir,Bjarkarstígur 60,OddrunSigvaldadottir@einrot.com,Minge1993,419 3788,3/14/1993,,A-
977,female,Katla,B,Guðmundsdóttir,Aðalgata 53,KatlaGumundsdottir@gustr.com,Dadogiag,485 2608,12/31/1976,,A+
978,female,Sólrún,H,Agnarsdóttir,Gilsbakka 90,SolrunAgnarsdottir@superrito.com,Prithey53,479 6034,2/12/1953,,O+
979,male,Karl,Þ,Ársælsson,Austurgata 88,KarlArsaelsson@teleworm.us,Whinare,445 9916,3/12/1957,,AB+
980,female,Hildigunn,S,Reynisdóttir,Akurbraut 6,HildigunnReynisdottir@fleckens.hu,Parrived,432 7212,12/19/1934,,A-
981,male,Arnar,B,Pálmason,Þrúðvangur 10,ArnarPalmason@dayrep.com,Twentortund,434 9020,1/7/1974,,A+
982,male,Benjamín,J,Ottósson,Naustavegur 94,BenjaminOttosson@rhyta.com,Pirits90,431 3502,5/8/1990,,A+
983,female,Ilmur,K,Þorgrímsdóttir,Hvanneyrarbraut 73,Ilmurorgrimsdottir@einrot.com,Teramagne,449 4599,12/23/1936,,A+
984,female,Þórunn,F,Guðnadóttir,Merkigerði 54,orunnGunadottir@jourrapide.com,Phroodession,477 7354,2/7/1930,,B+
985,male,Ólafur,Ó,Hrafnhildarson,Hlíðarenda 60,OlafurHrafnhildarson@einrot.com,Lores1961,421 9831,5/7/1961,,O-
986,female,Gísla,H,Óladóttir,Túnbraut 30,GislaOladottir@gustr.com,Entes1981,483 1426,5/6/1981,,O+
987,male,Unnsteinn,S,Maríasson,Sundabakki 90,UnnsteinnMariasson@teleworm.us,Sace1994,450 4180,4/7/1994,,O+
988,male,Eggert,J,Arnþórsson,Ennisbraut 23,EggertArnorsson@fleckens.hu,Blecturest1958,475 5660,7/4/1958,,O+
989,male,Kolbeinn,H,Lúðvígsson,Aðalstræti 74,KolbeinnLuvigsson@jourrapide.com,Ress1937,445 5749,10/10/1937,,O+
990,female,Steinlaug,B,Hallgrímsdóttir,Fitjabraut 95,SteinlaugHallgrimsdottir@superrito.com,Whinsed,482 2548,7/11/1966,,A+
991,female,Svava,R,Valgeirsdóttir,Skogarlond 96,SvavaValgeirsdottir@fleckens.hu,Wharld,477 7001,9/12/1979,,A+
992,female,Lóa,J,Guðbrandsdóttir,Brekkustíg 12,LoaGubrandsdottir@superrito.com,Litheenty,447 3498,2/2/1934,,O+
993,female,Sylvía,A,Guðnadóttir,Klausturvegur 51,SylviaGunadottir@armyspy.com,Fincen,434 3970,4/16/1941,,B+
994,male,Óli,I,Vésteinsson,Reykjarhóli 92,OliVesteinsson@einrot.com,Thapide,440 4985,1/31/1981,,B+
995,female,Jarþrúður,E,Jónsdóttir,Nesvegi 21,JarruurJonsdottir@jourrapide.com,Chomem1959,445 1839,6/9/1959,,A+
996,male,Boði,F,Hafsteinsson,Armúli 87,BoiHafsteinsson@teleworm.us,Dereat,434 6311,10/25/1932,,O+
997,female,Guðríður,G,Guðjónsdóttir,Lindargata 3,GuriurGujonsdottir@einrot.com,Gessarcidigh,475 7922,7/14/1931,,B+
998,male,Björgólfur,E,Jónmundsson,Austurgata 75,BjorgolfurJonmundsson@teleworm.us,Gaging1966,481 5612,7/17/1966,,B+
999,female,Rós,O,Björgvinsdóttir,Heiðargerði 63,RosBjorgvinsdottir@rhyta.com,Shorly,445 8788,3/15/1961,,O+
1000,male,Daníel,G,Leifsson,Þórunnarstræti 35,DanielLeifsson@gustr.com,Youct1929,411 7140,9/13/1929,,O+
1001,female,Áshildur,V,Sverrisdóttir,Hraunás 47,AshildurSverrisdottir@cuvox.de,Nedisoom1960,423 1397,4/8/1960,,B+
1002,male,Eðvald,M,Svavarsson,Skogarlond 89,EvaldSvavarsson@dayrep.com,Buth1931,442 3827,4/9/1931,,A+
1003,female,Díana,G,Sigvaldadóttir,Tryggvabraut 59,DianaSigvaldadottir@jourrapide.com,Firesom,477 3040,3/7/1945,,B+
1004,female,Silvia,B,Ellertsdóttir,Þórunnarstræti 82,SilviaEllertsdottir@fleckens.hu,Buddard1962,462 5482,7/18/1962,,O+
1005,male,Rhoda,J,Kristmundsson,Vikurbraut 65,RhodaKristmundsson@fleckens.hu,Seneiver,437 0045,2/7/1948,,B+
1006,male,Vésteinn,S,Sörensen,Klausturvegi 9,VesteinnSorensen@fleckens.hu,Doorcall85,423 2511,7/20/1985,,A-
1007,female,Dagmar,Þ,Guðsteinsdóttir,Svarfaðarbraut 14,DagmarGusteinsdottir@teleworm.us,Subley89,436 4941,8/5/1989,,B+
1008,male,Nikulás,E,Ástþórsson,Adalstraeti 54,NikulasAstorsson@armyspy.com,Compereed38,459 2528,12/30/1938,,A-
1009,female,Jenna,G,Guðsteinsdóttir,Stórholt 55,JennaGusteinsdottir@fleckens.hu,Aniuo1985,479 8761,3/8/1985,,AB+
1010,male,Dagur,E,Ásmundsson,Hafnarstræti 41,DagurAsmundsson@cuvox.de,Wilis1993,443 2798,4/6/1993,,B+
1011,male,Guðjón,J,Þormóðsson,Snorragata 72,Gujonormosson@cuvox.de,Alrombse1981,456 7482,11/25/1981,,AB+
1012,male,Danival,O,Þorkelsson,Hagatorg 7,Danivalorkelsson@jourrapide.com,Hadval,450 8861,6/24/1970,,O+
1013,female,Elva,C,Reynisdóttir,Aðalgata 95,ElvaReynisdottir@teleworm.us,Fromente,424 2760,8/30/1952,,O+
1014,female,Árvök,G,Haraldsdóttir,Borgarbraut 59,ArvokHaraldsdottir@einrot.com,Famembady,453 2105,6/3/1960,,O+
1015,male,Smári,D,Gústafsson,Holtagata 5,SmariGustafsson@superrito.com,Andine,440 6714,5/31/1929,,B+
1016,male,Unnsteinn,E,Jasonarson,Hamarstígur 53,UnnsteinnJasonarson@gustr.com,Wirciang,432 8468,7/10/1928,,A+
1017,female,Arna,H,Ottarsdóttir,Adalstraeti 90,ArnaOttarsdottir@cuvox.de,Shime1964,465 3956,10/4/1964,,A+
1018,male,Kristvin,K,Sigurbjarnason,Merkigerði 5,KristvinSigurbjarnason@rhyta.com,Tworeent,462 5904,7/7/1986,,AB+
1019,female,Lára,Þ,Böðvarsdóttir,Höfðagata 73,LaraBovarsdottir@fleckens.hu,Cousitony,444 8469,4/12/1943,,O+
1020,male,Stefán,G,Georgsson,Hraunás 47,StefanGeorgsson@rhyta.com,Thavind,445 4250,6/25/1948,,A+
1021,male,Leifur,E,Hreinsson,Solvellir 12,LeifurHreinsson@rhyta.com,Cour1994,473 7881,10/21/1994,,O+
1022,female,Kolbrún,D,Garðarsdóttir,Kringlan 47,KolbrunGararsdottir@fleckens.hu,Crithimard,468 7145,1/29/1982,,O+
1023,male,Þormar,H,Þorgeirsson,Höfðastígur 80,ormarorgeirsson@rhyta.com,Oboy1955,462 5209,3/7/1955,,AB+
1024,female,Guðmundína,Ú,Jensdóttir,Hamarstígur 16,GumundinaJensdottir@superrito.com,Hatereast,483 2489,5/26/1991,,B+
1025,male,Baldur,S,Valdimarsson,Fífubarð 38,BaldurValdimarsson@gustr.com,Hereemideem,443 4050,2/13/1966,,O+
1026,female,Þórný,B,Steindórsdóttir,Bjarg Dalbraut 12,ornySteindorsdottir@rhyta.com,Acurivot,469 0467,11/6/1963,,A+
1027,male,Hörður,L,Sigurpálsson,Hvítárbakka 70,HorurSigurpalsson@armyspy.com,Daverneat1955,478 5112,6/2/1955,,O+
1028,female,Kristinn,V,Garðarsdóttir,Reykjarhóli 9,KristinnGararsdottir@cuvox.de,Lawas1954,431 0302,11/12/1954,,B+
1029,male,Guðmar,G,Ársælsson,Sævar 41,GumarArsaelsson@gustr.com,Mooreming81,431 0979,8/4/1981,,O+
1030,female,Sveinhildur,S,Guðbrandsdóttir,Borgarholtsbraut 29,SveinhildurGubrandsdottir@dayrep.com,Preclaid1949,465 9460,8/10/1949,,O+
1031,female,Bergdís,B,Atladóttir,Birkimelur 16,BergdisAtladottir@einrot.com,Caterneved,476 6416,5/24/1983,,A+
1032,female,Sóley,B,Hermannsdóttir,Hnjúkabyggð 55,SoleyHermannsdottir@superrito.com,Werter69,484 5333,1/20/1969,,A+
1033,female,Eva,E,Eiríksdóttir,Klausturvegi 93,EvaEiriksdottir@superrito.com,Anin1932,482 1038,1/16/1932,,O+
1034,male,Siggeir,M,Friðjónsson,Brekkugata 52,SiggeirFrijonsson@cuvox.de,Thoody,440 6302,8/15/1939,,B+
1035,male,Júlíus,Þ,Guðmundsson,Borgartuni 90,JuliusGumundsson@cuvox.de,Cusid1971,480 7300,6/24/1971,,B+
1036,male,Aron,G,Fylkisson,Klapparstígur 47,AronFylkisson@jourrapide.com,Wastor,474 6521,2/19/1989,,B+
1037,female,Gerður,S,Sigmarsdóttir,Skogarlond 44,GerurSigmarsdottir@rhyta.com,Marproduch,461 1252,3/17/1955,,O+
1038,female,Freyja,A,Ragnarsdóttir,Höfðabraut 56,FreyjaRagnarsdottir@superrito.com,Goinge,445 4882,10/28/1970,,O+
1039,male,Þórhallur,G,Hlöðversson,Svarfaðarbraut 61,orhallurHloversson@armyspy.com,Songdom,485 9796,10/12/1938,,O+
1040,male,Hákon,M,Agnarsson,Midvangur 49,HakonAgnarsson@fleckens.hu,Sommom,461 4136,5/11/1975,,O+
1041,male,Kristmann,B,Heiðreksson,Höfðagata 44,KristmannHeireksson@superrito.com,Dolveng,418 8705,2/23/1937,,B+
1042,male,Njörður,J,Marteinsson,Kirkjubraut 50,NjorurMarteinsson@dayrep.com,Andlever,480 2244,4/3/1974,,O+
1043,male,Þorgils,R,Þráinsson,Eyrarodda 52,orgilsrainsson@gustr.com,Agat1987,486 6070,5/9/1987,,O+
1044,female,Birgitta,V,Gísladóttir,Hverfisgata 13,BirgittaGisladottir@gustr.com,Elsen1960,448 2194,5/31/1960,,O+
1045,male,Ingimundur,E,Thordarson,Gránugata 36,IngimundurThordarson@superrito.com,Theateran,416 4339,7/10/1985,,A+
1046,female,Ragnhildur,K,Níelsdóttir,Lindargata 98,RagnhildurNielsdottir@jourrapide.com,Bansta,479 3203,8/5/1943,,O+
1047,male,Helgi,M,Guðmarsson,Hamarstígur 75,HelgiGumarsson@cuvox.de,Libbiter38,476 6092,10/16/1938,,A+
1048,female,Þorbjörg,B,Snorradóttir,Klausturvegur 53,orbjorgSnorradottir@jourrapide.com,Theight30,486 5232,3/2/1930,,B+
1049,male,Hilmir,A,Guðleifsson,Thingvallastraeti 48,HilmirGuleifsson@einrot.com,Mattlaticame,440 2170,12/27/1935,,A+
1050,male,Hjörtur,S,Árnason,Smáratún 13,HjorturArnason@superrito.com,Lamothe,468 1804,3/10/1991,,A+
1051,female,Sólveig,S,Jóhannesdóttir,Ráðhústorg 78,SolveigJohannesdottir@rhyta.com,Dequed,468 3352,2/23/1944,,A+
1052,male,Jónmundur,G,Valdemarsson,Alfaskeid 12,JonmundurValdemarsson@rhyta.com,Repask,449 7629,7/13/1981,,O+
1053,male,Þórarinn,K,Júlíusson,Klettsbúð 34,orarinnJuliusson@rhyta.com,Tworiblest,416 1174,3/18/1952,,O+
1054,male,Hallsteinn,B,Vilhjálmsson,Klausturvegur 15,HallsteinnVilhjalmsson@rhyta.com,Acce1955,415 9355,2/9/1955,,AB+
1055,female,Þorbjörg,V,Pétursdóttir,Golfskálinn 6,orbjorgPetursdottir@teleworm.us,Heace1945,425 0589,3/14/1945,,A+
1056,male,Guttormur,L,Eggertsson,Lindargata 75,GuttormurEggertsson@jourrapide.com,Assaings,410 6334,6/26/1974,,B+
1057,female,Iðunn,A,Ásgeirsdóttir,Eyrarodda 67,IunnAsgeirsdottir@teleworm.us,Sured1967,443 1816,6/5/1967,,O+
1058,female,Benedikta,E,Jóakimsdóttir,Klausturvegur 45,BenediktaJoakimsdottir@fleckens.hu,Forithave,480 0507,6/16/1950,,AB+
1059,female,Selma,S,Grímsdóttir,Fagradalsbraut 38,SelmaGrimsdottir@jourrapide.com,Yourt1960,429 1444,2/5/1960,,A-
1060,male,Arnar,T,Arason,Breidamork 25,ArnarArason@fleckens.hu,Ondowde,428 6385,5/10/1936,,O+
1061,male,Ilona,B,Friðvinsson,Austurgata 54,IlonaFrivinsson@einrot.com,Quicany,461 4511,6/12/1992,,B+
1062,male,Eysteinn,Þ,Heimisson,Hvítárbakka 84,EysteinnHeimisson@gustr.com,Himattim,453 5313,6/8/1938,,A+
1063,female,Björk,H,Friðleifsdóttir,Kveldúlfsgata 69,BjorkFrileifsdottir@rhyta.com,Whounteet,415 2640,3/8/1928,,O+
1064,female,Hrafnhildur,B,Einarsdóttir,Breidamork 55,HrafnhildurEinarsdottir@einrot.com,Gailintence,489 8228,1/16/1970,,O+
1065,female,Katrín,S,Hafsteinsdóttir,Sundlaugavegur 86,KatrinHafsteinsdottir@armyspy.com,Ughtmed1949,431 8028,4/21/1949,,O+
1066,male,Sigfús,O,Jóelsson,Borgarholtsbraut 78,SigfusJoelsson@teleworm.us,Upoods,453 3870,7/14/1990,,O+
1067,male,Sturla,S,Gunnþórsson,Hraunás 26,SturlaGunnorsson@jourrapide.com,Givy1985,450 0606,4/19/1985,,O+
1068,female,Ragna,A,Árnadóttir,Þjónustusvæði 80,RagnaArnadottir@einrot.com,Dooloverity,455 6736,5/8/1985,,A+
1069,male,Sigurþór,M,Heimisson,Svarfaðarbraut 62,SigurorHeimisson@cuvox.de,Lestere,415 0556,9/5/1947,,O-
1070,male,Brynjar,E,Borgarsson,Hnjúkabyggð 40,BrynjarBorgarsson@fleckens.hu,Lifehout,427 0043,7/4/1987,,B+
1072,male,Júlíus,G,Arnoldsson,Álfabyggð 81,JuliusArnoldsson@fleckens.hu,Mony1978,427 1669,5/4/1978,,O+
1073,female,Hrafnhildur,B,Guðbrandsdóttir,Birkimelur 53,HrafnhildurGubrandsdottir@fleckens.hu,Somill,466 7157,3/13/1964,,A+
1074,male,Hjálmar,L,Sigurbergsson,Heiðarbraut 2,HjalmarSigurbergsson@fleckens.hu,Feld1957,486 7045,9/11/1957,,O+
1075,male,Ingimar,G,Hilmarsson,Sidumula 35,IngimarHilmarsson@einrot.com,Noutiones,440 2762,7/13/1958,,A+
1076,male,Eiríkur,D,Hákonarson,Drangahrauni 90,EirikurHakonarson@einrot.com,Whouttarmer,422 1789,12/15/1965,,O+
1077,female,Heiðdís,E,Erlendsdóttir,Alfaskeid 94,HeidisErlendsdottir@rhyta.com,Mancond,476 1819,10/22/1969,,O+
1078,male,Arngrímur,S,Konráðsson,Sundlaugavegur 91,ArngrimurKonrasson@armyspy.com,Allaur1987,414 9829,5/17/1987,,A+
1079,male,Rúnar,Þ,Ketilsson,Gránugata 27,RunarKetilsson@gustr.com,Mobleclat1987,430 3053,7/22/1987,,O+
1080,female,Lena,V,Friðbjarnardóttir,Kringlan 71,LenaFribjarnardottir@fleckens.hu,Depud1949,451 6068,3/24/1949,,B+
1081,female,Vaka,Þ,Traustadóttir,Þverbraut 70,VakaTraustadottir@einrot.com,Wrinke,434 8924,11/23/1956,,A+
1082,male,Sigurmann,H,Marinósson,Ægissidu 65,SigurmannMarinosson@einrot.com,Couse1933,459 9354,8/15/1933,,AB+
1083,female,Valdís,U,Hauksdóttir,Gránugata 47,ValdisHauksdottir@teleworm.us,Fulaw1963,411 7553,5/24/1963,,B+
1084,male,Björgúlfur,I,Sigurðsson,Sigtuni 31,BjorgulfurSigursson@einrot.com,Sood1955,464 0691,3/27/1955,,O-
1085,male,Þorvaldur,K,Traustason,Breidamork 52,orvaldurTraustason@armyspy.com,Unhoes,429 2354,7/29/1963,,O+
1086,male,Guðfinnur,I,Eyjólfsson,Laugarvegur 67,GufinnurEyjolfsson@fleckens.hu,Foold1966,456 9113,6/19/1966,,A+
1087,male,Emil,S,Guðmundsson,Heiðargerði 12,EmilGumundsson@gustr.com,Peopone,414 3060,3/22/1973,,O+
1088,female,Jarþrúður,V,Óðinsdóttir,Suðurbraut 99,JarruurOinsdottir@fleckens.hu,Hessity,451 9469,5/8/1961,,O+
1089,female,Marín,S,Ívarsdóttir,Kirkjubraut 21,MarinIvarsdottir@fleckens.hu,Famente,438 4105,10/12/1963,,A-
1090,male,Sigurfinnur,J,Jasonarson,Þórunnarstræti 59,SigurfinnurJasonarson@teleworm.us,Disated29,484 9165,10/28/1929,,A+
1091,female,Sjöfn,F,Gunnarsdóttir,Gránugata 36,SjofnGunnarsdottir@gustr.com,Wastive,484 4321,11/9/1976,,O+
1092,female,Anna,Æ,Bárudóttir,Smiðjustígur 3,AnnaBarudottir@einrot.com,Theeng,442 0084,11/17/1944,,O+
1093,female,Hallgerður,E,Guðgeirsdóttir,Egilsgata 11,HallgerurGugeirsdottir@rhyta.com,Fousuccue,474 1521,7/13/1945,,O+
1094,male,Kalman,J,Þorgrímsson,Hraunás 13,Kalmanorgrimsson@einrot.com,Nobseellace,489 5598,6/6/1989,,O-
1095,male,Bergþór,R,Runólfsson,Austurstraeti 19,BergorRunolfsson@teleworm.us,Uncer1948,439 3959,12/19/1948,,A-
1096,female,Krista,B,Þorvarðardóttir,Austurgata 31,Kristaorvarardottir@superrito.com,Fasken1969,414 6000,12/9/1969,,O+
1097,male,Sigmar,S,Hallbjörnsson,Bjarnarbraut 25,SigmarHallbjornsson@rhyta.com,Sheming,483 0470,5/11/1977,,A+
1098,male,Eyjólfur,K,Júlíusson,Kirkjutorg 35,EyjolfurJuliusson@superrito.com,Nepre1938,414 3885,3/19/1938,,O+
1099,male,Ástráður,H,Kristleifsson,Kveldúlfsgata 63,AstraurKristleifsson@fleckens.hu,Alessee,475 9039,3/10/1935,,A+
1100,female,Kristrún,Á,Ólafsdóttir,Djúpivogur 38,KristrunOlafsdottir@dayrep.com,Ciediand,443 8187,2/26/1979,,B+
1101,female,Petra,S,Kristbjörnsdóttir,Hverafold 10,PetraKristbjornsdottir@rhyta.com,Larmincess,458 1074,2/11/1970,,B+
1102,female,Rebekka,S,Vilhjálmsdóttir,Sundlaugavegur 75,RebekkaVilhjalmsdottir@superrito.com,Didle1950,438 8597,3/26/1950,,O+
1103,male,Þengill,I,Diðriksson,Ártún 89,engillDiriksson@einrot.com,Fait1956,412 3583,9/14/1956,,O+
1104,male,Siggeir,A,Helgason,Hverfisgata 63,SiggeirHelgason@einrot.com,Lentreg,422 3652,4/2/1975,,O-
1105,male,Þorleifur,S,Agnarsson,Ennisbraut 40,orleifurAgnarsson@gustr.com,Ughted1962,461 8809,5/24/1962,,B+
1106,male,Steinþór,E,Arnarsson,Melum 80,SteinorArnarsson@teleworm.us,Muchatitily,479 3709,12/8/1941,,O-
1107,female,Þórhildur,D,Steinarsdóttir,Holtagata 18,orhildurSteinarsdottir@superrito.com,Ining1929,459 1981,11/12/1929,,B+
1108,male,Richard,S,Daníelsson,Ennisbraut 77,RichardDanielsson@superrito.com,Threcties34,430 8786,7/29/1934,,O+
1109,female,Guðlaug,B,Kristjánsdóttir,Birkimelur 58,GulaugKristjansdottir@jourrapide.com,Angleatild51,433 8405,3/1/1951,,A+
1110,female,Rósalind,H,Þorsteinsdóttir,Höfðastígur 21,Rosalindorsteinsdottir@jourrapide.com,Fulach,476 9834,5/23/1986,,A+
1111,male,Sigurbjörn,H,Ásbergsson,Hvanneyrarbraut 35,SigurbjornAsbergsson@rhyta.com,Rion1949,446 7882,8/13/1949,,O+
1112,female,Þorgerður,S,Þórðardóttir,Skogarlond 80,orgerurorardottir@teleworm.us,Dillaccithe,418 8250,11/24/1951,,O-
1113,male,Benjamín,R,Þorfinnsson,Fagurhólsmýri 23,Benjaminorfinnsson@jourrapide.com,Extured,418 0505,10/11/1972,,O+
1114,female,Þrúður,Þ,Erlendsdóttir,Bjarnarbraut 75,ruurErlendsdottir@superrito.com,Explas,420 1752,8/12/1931,,O+
1115,female,Rósa,B,Hermannsdóttir,Geislagata 72,RosaHermannsdottir@fleckens.hu,Thistur,421 4721,10/11/1981,,O+
1116,female,Elsa,S,Bernódusdóttir,Hlíðarenda 70,ElsaBernodusdottir@gustr.com,Behat1993,489 6620,6/27/1993,,B+
1117,male,Arnþór,B,Einarsson,Hvanneyrarbraut 96,ArnorEinarsson@gustr.com,Conquar,430 8966,10/20/1989,,B+
1118,male,Bjarni,H,Guðþórsson,Klettsbúð 23,BjarniGuorsson@gustr.com,Vall1977,411 9669,2/21/1977,,O+
1119,female,Sara,A,Valberg,Fjolnisgata 21,SaraValberg@rhyta.com,Muckbithat,481 2886,10/27/1971,,A-
1120,male,Hallgrímur,A,Sigurjónsson,Hofsbót 8,HallgrimurSigurjonsson@armyspy.com,Portalime,458 4847,5/19/1932,,O+
1121,female,Gréta,E,Skarphéðinsdóttir,Nesvegi 52,GretaSkarpheinsdottir@armyspy.com,Hissigh,433 5388,11/27/1951,,B+
